Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Netherlands,"Iran, Islamic Rep.",Export,Food Products,Export (US$ Thousand),51017.485,11175.679,17430.756,82816.014,21342.564,70637.458,12541.85,1732.25,2590.326,3458.496,5065.981,8674.996,15549.999,21483.113,22885.516,30450.633,44030.57,45585.273,55116.306,54606.625,39108.088,24287.303
Netherlands,Iraq,Export,Food Products,Export (US$ Thousand),10953.642,11696.65,226.156,3287.587,1982.607,2992.798,4991.793,6704.267,5770.7,2211.61,399.647,2162.527,5635.77,6418.568,8364.722,6153.003,7896.915,12567.308,20396.057,19795.744,29005.157,32688.316
Netherlands,Ireland,Export,Food Products,Export (US$ Thousand),83093.855,86403.181,115820.254,146222.526,129676.993,158877.313,106756.217,135403.88,105165.919,143760.009,168688.082,193565.491,213529.75,249693.628,282005.969,364706.07,359354.578,337898.341,369114.531,462838.392,505398.344,559951.595
Netherlands,Israel,Export,Food Products,Export (US$ Thousand),29742.676,30131.739,30286.637,30088.682,35097.101,42080.171,32822.594,37287.422,36278.362,48229.932,47047.862,52909.552,48619.403,60477.067,73429.398,142154.659,131509.643,108116.253,97786.482,114976.207,120001.022,131387.244
Netherlands,Italy,Export,Food Products,Export (US$ Thousand),1127337.538,804979.198,909304.225,1106300.216,1239685.56,1087669.904,1115624.266,1179024.013,1192441.615,1185837.565,1356891.996,1335188.041,1608111.636,1698767.833,1963175.686,2187736.713,2048977.582,1770408.322,1752022.409,1972793.717,1811647.621,1787192.044
Netherlands,Jamaica,Export,Food Products,Export (US$ Thousand),762.011,1673.831,1208.372,1143.077,672.784,461.531,913.012,936.689,2407.144,2750.853,3970.965,4451.732,4247.355,4082.96,6730.221,6868.245,8076.692,8105.196,7231.064,7279.424,7635.753,9006.047
Netherlands,Japan,Export,Food Products,Export (US$ Thousand),111384.938,80907.868,123701.693,139686.908,152515.798,188685.848,162927.45,135513.607,125981.493,126799.856,129525.464,171484.406,170004.933,196210.946,222700.366,233860.743,320995.819,534073.659,591140.829,747104.73,687903.296,737804.819
Netherlands,Jordan,Export,Food Products,Export (US$ Thousand),12165.995,13135.694,14749.387,21160.187,15390.056,16281.396,12316.106,8037.274,8777.097,14207.51,12176.494,17078.543,16196.929,15601.811,18793.613,24395.1,31226.633,31889.182,40089.169,44938.737,54710.819,71424.797
Netherlands,Kazakhstan,Export,Food Products,Export (US$ Thousand),1069.003,2449.788,5410.999,5905.688,8083.494,14940.881,5393.72,2213.618,2554.426,3823.963,6303.661,4194.989,4268.505,6840.173,9469.046,11732.163,9980.555,7028.038,9010.979,11392.465,14123.747,13823.242
Netherlands,Kenya,Export,Food Products,Export (US$ Thousand),576.206,581.197,629.565,1954.793,1354.934,1324.587,663.53,868.53,2239.61,935.164,1296.255,2739.351,2682.278,4799.313,3727.565,5271.65,4439.896,4829.072,6358.349,12217.363,16302.842,13934.128
Netherlands,Kiribati,Export,Food Products,Export (US$ Thousand),,,12.278,,,,0.504,,,,14.172,,,,,,,,,,11.108,68.634
Netherlands,"Korea, Dem. Rep.",Export,Food Products,Export (US$ Thousand),3177.212,1589.131,3360.892,2912.565,3695.164,970.757,436.304,113.098,549.546,2070.081,2544.328,472.77,6.22,1302.12,796.521,796.238,365.448,354.402,527.873,280.078,89.231,294.702
Netherlands,"Korea, Rep.",Export,Food Products,Export (US$ Thousand),30588.875,34373.124,33524.864,41907.686,41163.058,44506.838,27186.458,34750.919,34408.801,36244.782,40396.517,47168.447,52763.497,52895.669,57648.49,84940.805,94867.604,73149.078,96135.22,123851.209,107629.469,105572.281
Netherlands,Kuwait,Export,Food Products,Export (US$ Thousand),9998.348,13984.957,14886.254,13821.044,13168.324,16306.531,18148.697,16825.171,20359.921,22418.862,23272.143,38341.894,42546.954,39241.444,37114.843,39369.876,35650.32,29077.686,36925.909,54775.949,49696.804,57449.351
Netherlands,Kyrgyz Republic,Export,Food Products,Export (US$ Thousand),50.418,19.627,66.15,1502.89,1062.056,541.525,1025.109,135.815,29.457,74.347,57.633,354.011,167.953,266.144,422.129,399.493,673.426,1663.178,937.703,1674.273,2956.314,3261.037
Netherlands,Lao PDR,Export,Food Products,Export (US$ Thousand),2.969,0.616,16.217,,,81.023,37.369,,,7.166,,,,,,70.014,27.998,30.697,498.694,253.426,277.606,512.609
Netherlands,Latvia,Export,Food Products,Export (US$ Thousand),5183.348,5652.998,14135.634,35642.195,32271.126,12731.664,9904.272,6115.54,4605.329,13095.882,17639.286,15482.661,13969.991,13206.506,15671.604,25743.215,53672.204,39644.16,49880.019,52166.714,43263.369,46967.405
Netherlands,Lebanon,Export,Food Products,Export (US$ Thousand),17471.617,14291.523,19547.259,22988.238,20229.101,24086.446,24882.686,23498.013,22545.22,22345.41,23322.219,27766.769,33262.241,28093.208,34296.868,36035.284,38341.077,43008.187,53584.414,59318.348,58708.779,75052.397
Netherlands,Lesotho,Export,Food Products,Export (US$ Thousand),,,,,,,,,,,,6.786,4.976,1.244,2.513,2.746,13.263,71.159,,,,
Netherlands,Liberia,Export,Food Products,Export (US$ Thousand),964.929,1169.161,807.333,899.169,629.995,2122.518,1159.933,1060.409,1418.512,785.573,662.301,1136.684,5063.484,4900.05,3761.486,4734.872,5418.353,4855.583,4119.532,4564.389,6397.792,8535.011
Netherlands,Libya,Export,Food Products,Export (US$ Thousand),15195.266,20311.604,3549.627,16039.961,20758.641,16811.126,20476.172,18880.776,12443.504,12497.522,4700.347,3827.403,11607.448,16224.887,14434.108,26043.864,21114.927,27351.722,45090.701,42013.512,46287.803,54267.415
Netherlands,Lithuania,Export,Food Products,Export (US$ Thousand),8696.704,11717.141,13211.677,11064.399,7177.902,13398.33,8917.527,3462.542,4157.039,7346.951,11543.481,12172.138,18742.357,33632.502,47913.098,58615.51,93895.041,78505.566,76121.142,74111.879,75858.907,75996.098
Netherlands,Luxembourg,Export,Food Products,Export (US$ Thousand),,,,,,,,,37614.947,32480.836,40249.13,59122.296,78235.189,85362.855,88984.16,93956.145,118565.718,109381.771,58811.418,60160.253,46892.439,46839.981
Netherlands,Macao,Export,Food Products,Export (US$ Thousand),,,,23.194,96.368,47.178,189.369,95.698,202.513,600.154,114.32,201.323,1056.24,2642.794,327.905,462.642,1551.68,7086.64,16234.084,52196.27,37316.998,21795.932
Netherlands,"Macedonia, FYR",Export,Food Products,Export (US$ Thousand),,12217.132,6414.357,8828.664,18919.43,3085.606,1729.058,3024.65,2295.761,1710.886,2274.117,3319.57,3446.155,3793.186,5427.395,7313.039,7727.454,6377.835,6636.876,6571.131,5778.93,6661.047
Netherlands,Madagascar,Export,Food Products,Export (US$ Thousand),137.836,182.888,188.823,315.954,137.634,278.456,202.497,376.992,269.711,2378.219,451.611,330.26,333.419,113.174,157.042,247.108,1902.391,839.959,863.432,890.911,716.447,526.934
Netherlands,Malawi,Export,Food Products,Export (US$ Thousand),30.825,18.426,6.279,38.227,9.963,64.099,45.95,153.696,2676.854,0.896,17.951,,279.922,1150.392,1995.071,1522.463,316.82,164.643,274.547,346.085,411.393,308.649
Netherlands,Malaysia,Export,Food Products,Export (US$ Thousand),13116.299,15851.569,14505.233,16046.411,21480.621,25375.693,20604.957,23525.573,30536.196,49288.712,53351.521,62645.453,72073.166,67005.079,71768.512,76898.792,84506.863,106760.037,93879.162,92680.04,122002.984,121306.01
Netherlands,Maldives,Export,Food Products,Export (US$ Thousand),99.584,77.264,63.657,209.838,124.837,152.303,157.042,168.192,248.538,267.831,319.34,391.336,258.773,540.995,688.476,466.76,1623.887,897.167,344.843,1164.012,1341.168,1541.947
Netherlands,Mali,Export,Food Products,Export (US$ Thousand),584.445,298.303,150.084,320.429,960.829,482.556,677.689,702.755,386.616,1073.11,1621.265,1196.629,824.838,1867.988,1392.025,2269.278,3473.228,3151.943,4233.595,6524.086,10731.723,21584.077
Netherlands,Malta,Export,Food Products,Export (US$ Thousand),8163.184,6868.969,7849.12,9482.153,11950.234,16896.248,10321.381,11241.729,10993.693,12062.185,11696.538,14900.181,17131.248,16323.137,18023.475,21917.15,23342.98,23256.566,24300.727,37939.983,61084.998,42507.175
Netherlands,Marshall Islands,Export,Food Products,Export (US$ Thousand),,4.594,12.132,17.071,,,,,,15.228,,,4.976,,,17.847,95.783,,37.137,,,
Netherlands,Martinique,Export,Food Products,Export (US$ Thousand),5418.526,6882.757,7129.994,7806.445,,,,,,,,,,,,,,,,,,
Netherlands,Mauritania,Export,Food Products,Export (US$ Thousand),261.097,662.556,315.12,199.033,872.415,946.137,672.134,82.645,548.626,435.335,548.925,364.191,1225.439,972.548,609.325,2939.219,6268.609,7196.867,8591.863,13495.479,17547.368,22463.63
Netherlands,Mauritius,Export,Food Products,Export (US$ Thousand),869.553,868.495,680.025,826.017,706.707,661.516,541.834,2435.005,562.434,438.021,418.544,1240.738,915.657,1052.144,1218.652,2118.268,1861.132,2872.886,4211.048,4353.344,6546.934,7222.621
Netherlands,Mayotte,Export,Food Products,Export (US$ Thousand),,,,,,,,,128.872,253.497,157.78,262.399,521.278,1508.569,1378.206,1801.146,2130.797,1575.273,1968.25,2115.742,1929.476,2413.843
Netherlands,Mexico,Export,Food Products,Export (US$ Thousand),4445.337,7743.099,19355.447,11131.21,14314.487,17892.17,28017.173,27989.629,31341.647,35136.738,38918.862,39462.744,30388.371,46233.342,41670.338,50091.64,49005.375,37858.199,49028.526,72390.553,81577.939,85548.563
Netherlands,"Micronesia, Fed. Sts.",Export,Food Products,Export (US$ Thousand),456.425,1483.929,648.524,2.75,3.048,4.102,,,,,,,32.346,64.67,,,33.892,2.791,,,,
Netherlands,Moldova,Export,Food Products,Export (US$ Thousand),44.091,454.408,426.401,858.53,843.847,1900.48,1371.025,478.488,571.639,640.462,401.538,675.224,1490.43,395.487,2011.402,1930.191,2253.104,2496.159,4579.761,4049.788,5159.701,8417.317
Netherlands,Mongolia,Export,Food Products,Export (US$ Thousand),0.716,93.672,25.373,149.9,90.175,385.632,286.323,175.922,641.599,1068.632,311.781,677.487,578.506,972.548,1228.702,1179.258,1840.501,2431.978,4394.078,8980.18,10374.224,17005.084
Netherlands,Montenegro,Export,Food Products,Export (US$ Thousand),,,,,,,,,,,,,,,15741.96,7543.674,9124.407,5207.193,4508.142,4814.313,4224.278,4713.39
Netherlands,Montserrat,Export,Food Products,Export (US$ Thousand),,,,40.365,133.908,99.484,36.358,85.548,61.674,70.764,154.001,269.185,297.34,284.8,261.319,216.906,223.984,242.779,200.273,186.34,386.585,260.666
Netherlands,Morocco,Export,Food Products,Export (US$ Thousand),4098.951,2831.342,2999.433,3575.711,4340.444,3014.313,4329.738,5453.877,6575.229,5456.917,4455.645,7064.409,14339.488,17272.055,31506.534,26798.916,27617.834,28285.167,28052.869,36896.55,35440.502,43512.712
Netherlands,Mozambique,Export,Food Products,Export (US$ Thousand),391.783,893.46,794.213,383.14,40.501,108.198,448.42,89.896,1756.34,294.703,50.074,287.281,486.443,747.444,849.287,472.252,483.334,506.488,1274.588,867.73,1343.359,2540.514
Netherlands,Myanmar,Export,Food Products,Export (US$ Thousand),,1910.28,50.559,67.352,118.891,197.433,313.091,465.446,889.217,1641.912,1249.961,667.307,395.624,977.523,31.409,30.202,57.47,18.138,83.558,296.156,295.442,701.823
Netherlands,Namibia,Export,Food Products,Export (US$ Thousand),,,,,,,,,51.549,2.688,17.951,1748.571,2560.356,116.905,212.322,61.777,279.981,284.638,236.082,304.351,300.906,269.149
Netherlands,Nauru,Export,Food Products,Export (US$ Thousand),,50.987,5.885,,,,,14.016,,,,7.917,,9.949,,,,,,,0.095,
Netherlands,Nepal,Export,Food Products,Export (US$ Thousand),46.412,88.757,71.949,365.211,68.505,204.606,246.431,332.526,443.686,474.749,379.807,1015.663,1740.495,2142.839,2552.887,3999.04,3504.172,4377,3776.017,5381.204,7856.244,6434.784
Netherlands,Netherlands Antilles,Export,Food Products,Export (US$ Thousand),23358.634,20260.902,20002.929,20466.522,29145.362,21411.581,18807.663,20299.315,19138.397,17542.392,25897.722,30270.869,27683.701,28652.856,35190.127,39148.852,41752.415,43451.886,47076.192,,,
Netherlands,New Caledonia,Export,Food Products,Export (US$ Thousand),2939.456,2704.344,2255.639,2868.371,2018.238,2259.977,1428.602,1172.069,767.709,755.119,752.055,793.983,873.358,1081.991,1100.554,1312.42,1548.732,1414.817,3169.892,3078.801,7064.681,4700.819
Netherlands,New Zealand,Export,Food Products,Export (US$ Thousand),5864.948,6456.795,5289.623,5742.447,6671.037,7052.234,6391.598,6923.679,7453.398,6216.512,8661.863,10342.132,13402.683,16452.479,21425.651,27441.4,43237.783,24866.724,31891.221,50314.741,66570.81,64609.524
Netherlands,Nicaragua,Export,Food Products,Export (US$ Thousand),285.964,344.328,173.975,256.128,360.976,329.739,368.13,637.993,1359.599,1512.923,1097.85,1140.079,1858.684,1064.58,1510.121,440.677,1108.132,1067.391,1831.64,2284.102,2280.589,934.035
Netherlands,Niger,Export,Food Products,Export (US$ Thousand),272.648,199.464,287.615,555.802,165.262,391.274,382.273,242.147,284.438,735.412,4046.55,2516.54,4929.122,1064.579,1457.357,1818.993,2344.466,979.488,2230.86,3723.907,6730.349,5253.062
Netherlands,Nigeria,Export,Food Products,Export (US$ Thousand),7680.028,7785.172,7246.526,9786.329,15970.928,13887.563,14320.885,11998.16,24459.889,27165.447,31072.356,38038.777,48249.904,54281.115,44917.981,42163.575,60101.432,46662.431,48962.21,74567.773,67267.144,72150.447
Netherlands,Northern Mariana Islands,Export,Food Products,Export (US$ Thousand),,,,6.548,3.416,,,,,,,,,,,,,16.743,,,,
Netherlands,Norway,Export,Food Products,Export (US$ Thousand),47016.589,51968.957,50029.848,67696.817,60309.156,62672.328,76040.377,78529.956,53232.383,53255.098,65762.323,100053.116,120213.59,122006.276,135109.487,173129.709,211102.12,215077.207,226827.557,308807.064,294356.491,325802.747
Netherlands,Occ.Pal.Terr,Export,Food Products,Export (US$ Thousand),,,,,,,,,424.356,372.632,523.416,150.427,262.505,167.894,77.893,934.893,475.966,828.797,1139.304,1323.441,1187.112,879.875
Netherlands,Oman,Export,Food Products,Export (US$ Thousand),4154.407,3332.362,2618.3,3173.847,4008.273,6295.834,3622.75,3318.041,3983.063,4669.552,4390.454,6150.539,14060.81,18313.006,17934.276,25119.952,24994.863,22955.187,27975.943,35974.09,40603.607,41310.865
Netherlands,"Other Asia, nes",Export,Food Products,Export (US$ Thousand),61909.202,66079.437,80129.368,101172.95,113786.191,131347.788,82637.549,74615.486,91513.78,88370.337,86134.897,92115.552,108609.875,108115.752,119480.599,112357.493,121154.799,123609.467,146036.463,184945.27,193405.431,189957.089
Netherlands,Pakistan,Export,Food Products,Export (US$ Thousand),3163.861,3594.956,4614.168,6961.432,6488.7,13249.127,7207.163,7395.418,9070.742,10078.993,10426.735,12126.896,14643.049,14661.596,21014.825,18498.817,17992.412,15980.169,19626.797,29617.965,37481.201,44913.104
Netherlands,Panama,Export,Food Products,Export (US$ Thousand),2778.187,3159.952,5542.45,7530.567,6985.638,6527.124,6180.524,6916.922,5889.446,6247.864,7185.151,7445.566,7997.07,9405.86,12657.641,13891.617,15029.043,12920.316,15922.402,25394.955,24313.953,22995.87
Netherlands,Papua New Guinea,Export,Food Products,Export (US$ Thousand),144.772,68.658,209.063,150.779,333.711,77.433,162.099,439.828,266.949,117.344,227.695,400.384,133.119,110.687,150.761,111.199,35.366,66.974,71.621,706.368,497.405,450.501
Netherlands,Paraguay,Export,Food Products,Export (US$ Thousand),1005.878,1683.858,2978.325,2748.58,4046.322,1969.721,999.36,1586.764,1098.173,535.66,393.034,419.613,513.813,243.759,552.791,833.305,1351.272,1322.729,2801.176,3525.974,4555.676,5608.831
Netherlands,Peru,Export,Food Products,Export (US$ Thousand),991.103,1544.666,1973.091,2872.665,2360.789,3053.302,3452.07,3359.13,4459.889,5600.237,6143.046,7590.337,7096.342,5574.118,6374.677,6608.778,9918.667,8627.03,11637.079,15080.604,17480.949,32079.644
Netherlands,Philippines,Export,Food Products,Export (US$ Thousand),12975.5,10646.135,17159.123,17248.967,20732.335,30151.056,24781.712,37582.266,37213.602,39327.957,42319.172,49509.677,43742.532,41114.407,44645.354,56718.266,60774.859,63363.963,49620.062,74532.496,94532.514,106526.314
Netherlands,Poland,Export,Food Products,Export (US$ Thousand),102216.776,70094.033,70637.436,121091.734,87780.909,151020.966,132002.546,121318.685,137004.642,138239.496,140486.008,162320.806,261942.632,326368.22,314324.1,388189.616,563477.825,493141.651,565306.884,748828.728,560626.626,647768.322
Netherlands,Portugal,Export,Food Products,Export (US$ Thousand),62850.099,58887.911,77229.944,77095.433,68543.141,75353.783,70451.689,73344.308,68928.06,64605.16,79501.504,94381.005,101645.406,104688.206,113632.326,151623.032,180313.139,193309.407,179754.019,203761.422,197264.534,180526.644
Netherlands,Qatar,Export,Food Products,Export (US$ Thousand),1440.965,1650.6,2470.622,2286.931,2605.199,2520.475,2422.907,2918.81,3653.518,4539.667,5536.489,7109.649,9639.283,9938.149,12435.269,29620.073,17093.526,15519.728,19874.817,28771.757,29529.601,34214.138
Netherlands,Reunion,Export,Food Products,Export (US$ Thousand),10775.686,10044.128,11259.834,10786.052,,,,,,,,,,,,,,,,,,
Netherlands,Romania,Export,Food Products,Export (US$ Thousand),17310.873,8404.505,8844.396,11094.484,7817.758,11353.73,11247.541,6432.124,8715.421,12978.54,13964.988,21076.731,30409.521,40161.757,53245.012,59999.317,106349.739,85860.1,72709.863,107724.042,118716.828,137868.473
Netherlands,Russian Federation,Export,Food Products,Export (US$ Thousand),183067.548,269770.519,237757.107,307874.629,299345.553,317503.913,158860.27,57078.327,64262.896,103040.95,151207.521,177668.873,250169.72,325867.023,342466.153,420901.291,562957.651,456179.224,535484.711,524500.543,503966.909,546082.799
Netherlands,Rwanda,Export,Food Products,Export (US$ Thousand),373.193,283.205,304.416,341.049,121.39,695.887,186.339,272.112,195.149,320.679,228.64,39.585,87.087,57.209,96.738,148.265,165.041,213.479,160.484,338.314,652.22,872.885
Netherlands,Saint Helena,Export,Food Products,Export (US$ Thousand),10.518,19.035,,48.826,66.381,12.82,1.01,6.283,4.603,,,7.917,,,,,4.421,6.977,10.61,,,
Netherlands,Saint Maarten (Dutch part),Export,Food Products,Export (US$ Thousand),,,,,,,,,,,,,,,,,,,,,,10549.338
Netherlands,Saint Pierre and Miquelon,Export,Food Products,Export (US$ Thousand),268.565,305.341,216.144,300.113,350.422,279.994,225.726,2259.082,208.957,275.892,258.873,341.57,365.765,333.303,319.111,322.613,417.023,435.328,449.62,544.611,544.44,588.805
Netherlands,Samoa,Export,Food Products,Export (US$ Thousand),23.708,22.8,2.735,,,1.025,,,,,,,,,,10.983,,,,96.674,232.386,73.6
Netherlands,San Marino,Export,Food Products,Export (US$ Thousand),,,,,,,,,11.046,27762.913,32663.387,41617.355,41764.415,40539.832,35387.373,34854.655,34811.853,30174.378,30746.613,17076.449,18226.685,14388.457
Netherlands,Sao Tome and Principe,Export,Food Products,Export (US$ Thousand),1.789,15.843,44.067,654.816,,73.32,19.688,66.211,69.959,177.359,171.953,373.24,206.52,215.154,180.913,281.429,91.362,209.293,171.095,549.402,168.043,375.508
Netherlands,Saudi Arabia,Export,Food Products,Export (US$ Thousand),58396.25,52673.143,49998.929,48176.696,52541.901,55207.787,54339.582,52186.067,70519.626,76963.84,77149.915,91581.705,104544.157,107225.288,142418.882,166692.533,161121.235,179860.279,188048.786,252777.584,285754.705,279495.41
Netherlands,Senegal,Export,Food Products,Export (US$ Thousand),2704.548,767.021,518.93,8314.554,1166.28,665.625,2556.233,926.532,772.311,1162.687,1429.473,2722.387,3667.605,6765.551,5189.948,8961.801,12411.965,8426.111,14206.15,21683.518,22507.354,29856.983
Netherlands,"Serbia, FR(Serbia/Montenegro)",Export,Food Products,Export (US$ Thousand),12575.022,6818.425,7141.633,4256.329,11584.171,13762.943,8913.505,7837.652,8706.218,9425.99,11668.195,13548.599,20802.586,18266.988,3488.859,25177.609,34777.961,26930.345,22018.139,24140.473,35645.383,58246.971
Netherlands,Seychelles,Export,Food Products,Export (US$ Thousand),191.177,351.599,184.977,157.653,119.561,107.176,56.049,88.445,100.336,69.869,165.338,122.151,51.007,104.468,527.664,555.994,251.982,406.027,691.011,1025.555,1663.596,1906.768
Netherlands,Sierra Leone,Export,Food Products,Export (US$ Thousand),1259.768,1580.309,2215.306,2066.111,1947.347,557.415,785.234,988.881,1712.156,3903.683,4485.878,3878.3,3915.181,2825.611,2975.018,6093.971,4771.453,4414.673,4569.152,5795.945,7323.769,7951.301
Netherlands,Singapore,Export,Food Products,Export (US$ Thousand),25311.758,22948.624,19831.601,21779.617,33165.667,43888.881,30106.266,32902.636,35870.574,48015.85,55603.908,54656.993,52188.725,45276.962,52645.738,57791.814,68649.67,63792.314,87378.896,116942.427,152258.869,163730.688
Netherlands,Slovak Republic,Export,Food Products,Export (US$ Thousand),,3890.954,11351.258,21803.993,18694.423,37564.332,33923.991,25473.884,22305.887,16180.85,26230.291,28009.94,42559.395,38702.935,40048.4,52016.341,69261.206,54633.679,68819.783,83111.253,79646.273,90157.354
Netherlands,Slovenia,Export,Food Products,Export (US$ Thousand),4444.462,27419.147,25307.82,35480.613,39042.978,27765.419,21535.644,18692.76,14798.175,11623.268,10456.969,13026.065,25003.91,37045.126,35497.932,25397.262,27840.347,27754.957,31867.348,83470.105,47388.086,55479.681
Netherlands,Solomon Islands,Export,Food Products,Export (US$ Thousand),105.534,40.883,86.348,,37.05,,,,,,,,32.347,,,35.693,,,,36.228,,
Netherlands,Somalia,Export,Food Products,Export (US$ Thousand),914.691,1890.94,79.681,20.488,24.07,50.256,168.664,104.88,165.693,143.321,96.369,20.359,,,154.53,923.911,166.515,692.059,588.883,452.868,912.391,223.789
Netherlands,South Africa,Export,Food Products,Export (US$ Thousand),5346.784,7220.62,7297.989,12752.779,13409.685,21895.71,11457.104,14640.522,13113.638,14505.793,16761.573,25860.986,33522.256,33243.236,38694.064,116289.261,129673.563,192357.824,90311.377,130977.659,127554.508,138301.591
Netherlands,South Georgia and the South Sa,Export,Food Products,Export (US$ Thousand),,,,,,,,,,,,,,22.386,,,,,,,,
Netherlands,South Sudan,Export,Food Products,Export (US$ Thousand),,,,,,,,,,,,,,,,,,,,,,3647.144
Netherlands,Spain,Export,Food Products,Export (US$ Thousand),336847.356,314874.074,336633.577,437916.02,347420.993,346746.784,331995.553,331592.826,303623.128,329148.265,468831.841,631716.075,828945.892,818804.619,739892.221,1031656.046,1280398.057,1273051.522,1238543.899,1209477.243,1062582.802,1106505.065
Netherlands,Special Categories,Export,Food Products,Export (US$ Thousand),290862.86,459733.03,466982.026,403527.917,412564.671,,619991.72,260401.281,241867.714,,659.466,297.461,8361.592,1278.49,1456.1,4911.968,4839.237,3657.035,226.8,78.129,,
Netherlands,Sri Lanka,Export,Food Products,Export (US$ Thousand),13662.6,10798.687,10443.786,10222.258,5793.735,4616.361,9266.495,7949.802,13114.557,9001.403,4360.22,8056.321,10726.625,14569.564,13441.599,12192.059,8063.429,3933.302,6461.803,6352.807,8278.505,7812.508
Netherlands,St. Kitts and Nevis,Export,Food Products,Export (US$ Thousand),139.341,69.544,147.457,89.313,2.398,7.179,19.694,13.049,13.809,15.228,11.338,61.075,135.606,124.368,234.935,174.349,175.356,198.13,192.316,310.703,262.757,97.777
Netherlands,St. Lucia,Export,Food Products,Export (US$ Thousand),164.695,121.942,163.357,526.469,176.505,168.713,299.961,210.728,75.484,102.117,158.724,157.213,242.6,247.489,348.006,370.662,361.027,252.546,233.431,430.149,456.774,1153.969
Netherlands,St. Vincent and the Grenadines,Export,Food Products,Export (US$ Thousand),73.098,16.128,8.791,18.503,2.125,9.743,,11.599,12.887,17.019,39.682,67.861,109.48,266.146,280.164,367.917,465.65,142.319,179.053,431.655,357.019,429.555
Netherlands,Sudan,Export,Food Products,Export (US$ Thousand),,,,,,,,,,,,,,,,,,,,,32976.879,31175.619
Netherlands,Suriname,Export,Food Products,Export (US$ Thousand),7531.369,6184.007,3492.489,4722.596,6249.802,9556.803,10556.191,8122.307,8685.966,9642.761,12585.589,16006.328,16182,19834.011,21595.253,25475.513,24020.828,27096.387,27125.775,32342.548,34903.221,43210.749
Netherlands,Swaziland,Export,Food Products,Export (US$ Thousand),,,,,,,,,,5.375,32.123,,,,,,101.677,22.325,76.926,283.916,164.034,380.571
Netherlands,Sweden,Export,Food Products,Export (US$ Thousand),138467.724,123339.621,131816.554,210884.226,243518.029,222792.77,210983.51,241419.898,217241.212,212593.115,235099.478,332240.996,378127.829,361199.62,400536.772,483422.489,548472.357,443773.769,546319.371,698609.17,599892.711,689336.912
Netherlands,Switzerland,Export,Food Products,Export (US$ Thousand),144716.847,146624.332,169292.839,184144.185,194086.427,193910.402,167816.199,174075.107,143457.444,131965.653,178279.623,216153.278,262065.798,257995.109,283085.166,317579.733,361000.569,398166.173,428203.148,408821.986,396267.051,423760.531
Netherlands,Syrian Arab Republic,Export,Food Products,Export (US$ Thousand),5421.721,4314.439,15063.942,18398.844,4158.436,11363.483,14438.055,7950.761,9995.857,10654.96,18655.884,11516.14,13767.203,13261.228,29294.117,27279.406,24800.351,32775.184,58422.808,32060.43,20753.277,9177.661
Netherlands,Tajikistan,Export,Food Products,Export (US$ Thousand),31.337,360.283,1032.577,360.823,412.434,867.665,612.525,347.991,233.81,78.826,29.289,698.976,153.023,723.814,339.212,115.317,325.661,235.803,,78.032,1216.751,2312.872
Netherlands,Tanzania,Export,Food Products,Export (US$ Thousand),1313.925,1166.348,2243.389,2956.366,1424.499,492.81,517.099,901.408,3666.406,1817.479,2172.079,2630.774,3142.595,2836.806,3301.664,4069.054,4865.761,4357.467,5067.845,6373.576,6628.648,9369.685
Netherlands,Thailand,Export,Food Products,Export (US$ Thousand),24175.121,28078.123,26027.117,25094.048,24754.162,30228.491,20530.232,24387.365,26840.336,24008.82,37477.108,52040.922,57331.83,58357.857,65725.51,64311.361,70456.28,72589.57,75447.376,129548.69,143305.935,150230.127
Netherlands,Togo,Export,Food Products,Export (US$ Thousand),2987.707,1872.358,1325.956,1055.982,994.062,1333.315,648.397,249.386,389.378,1354.377,3495.733,2236.045,4371.765,4270.755,4020.291,5518.756,3863.728,3415.651,6183.277,6837.417,8481.205,8685.069
Netherlands,Tokelau,Export,Food Products,Export (US$ Thousand),,,,,,,,,,,,,,,,,25.051,,,62.603,,
Netherlands,Tonga,Export,Food Products,Export (US$ Thousand),,,,,,0.512,,,,,,,,,,,,,,,,0.635
Netherlands,Trinidad and Tobago,Export,Food Products,Export (US$ Thousand),753.102,463.673,559.985,440.143,916.043,727.673,2043.66,793.617,2696.185,4199.282,4369.668,3103.544,6652.2,7705.763,7269.193,8177.918,10222.224,11559.916,9847.883,10522.703,12174.613,13537.286
Netherlands,Tunisia,Export,Food Products,Export (US$ Thousand),7239.766,10859.302,3151.578,21291.269,3874.269,11691.7,19786.891,4006.311,8246.882,5671.001,6890.377,8832.208,5696.73,12600.839,9208.984,10427.981,17143.628,10175.796,13260.487,22798.006,15743.934,17562.619
Netherlands,Turkey,Export,Food Products,Export (US$ Thousand),8846.593,14680.982,14154.599,37672.341,26510.307,29633.598,23663.649,31510.179,35624.797,29549.937,45026.949,81438.634,114315.312,115723.268,120919.107,142760.075,201708.047,206988.756,246767.363,306777.32,320863.562,390166.509
Netherlands,Turkmenistan,Export,Food Products,Export (US$ Thousand),92.24,2472.929,302.744,1553.95,3109.616,263.059,249.956,585.308,195.149,88.68,171.009,191.144,140.583,1.244,90.457,1.373,170.936,83.717,212.21,582.194,583.343,820.129
